Time_Index,None,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,east_south_central_naturalgas,east_south_central_uranium,west_north_central_coal,west_north_central_naturalgas,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,west_north_central_uranium,new_england_coal,new_england_naturalgas,new_england_uranium,middle_atlantic_naturalgas,middle_atlantic_uranium,middle_atlantic_coal,east_south_central_coal,mountain_coal,mountain_naturalgas,mountain_uranium,pacific_naturalgas,pacific_coal,pacific_uranium,west_south_central_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_south_central_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_north_central_naturalgas_ccs90,new_england_naturalgas_ccs90,middle_atlantic_naturalgas_ccs90,mountain_naturalgas_ccs90,pacific_naturalgas_ccs90
171,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
172,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
173,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
174,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
175,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
176,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
177,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
178,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
179,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
180,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
181,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
182,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
183,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
184,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
185,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
186,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
187,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
188,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
189,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
190,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
191,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
192,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
193,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
194,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
195,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
196,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
197,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
198,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
199,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
200,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
201,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
202,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
203,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
204,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
205,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
206,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
207,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
208,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
209,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
210,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
211,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
212,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
213,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
214,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
215,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
216,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
217,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
218,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
219,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
220,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
221,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
222,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
223,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
224,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
225,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
226,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
227,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
228,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
229,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
230,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
231,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
232,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
233,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
234,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
235,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
236,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
237,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
238,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
239,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
240,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
241,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
242,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
243,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
244,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
245,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
246,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
247,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
248,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
249,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
250,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
251,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
252,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
253,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
254,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
255,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
256,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
257,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
258,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
259,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
260,0.0,1.73,3.67,0.72,2.39,4.21,0.72,3.91,0.72,1.57,4.07,1.8,3.51,0.72,0.72,0.0,3.86,0.72,3.25,0.72,2.22,1.83,1.32,4.33,0.72,4.01,1.97,0.72,3.67,4.21,3.91,4.07,3.51,3.86,3.25,4.33,4.01
