From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
TransnetBW,TransnetBW,B633,B206,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B635,B634,1.7665243633151774e-05,6793.0,0.0
TransnetBW,TransnetBW,B638,B38,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B639,B46,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B642,B641,8.833271991166728e-06,13585.0,0.0
Amprion,Amprion,B216,B649,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B653,B652,1.7665243633151774e-05,6793.0,0.0
TenneT,TenneT,B656,B91,1.4132610999882228e-05,8491.0,0.0
50Hertz,50Hertz,B658,B657,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B660,B659,7.062978222483814e-05,1699.0,0.0
Amprion,Amprion,B667,B666,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B72,B672,7.062978222483814e-05,1699.0,0.0
TransnetBW,TransnetBW,B680,B679,2.355250245338567e-05,5095.0,0.0
TransnetBW,TransnetBW,B683,B682,2.355250245338567e-05,5095.0,0.0
Amprion,Amprion,B687,B117,1.7665243633151774e-05,6793.0,0.0
TransnetBW,TransnetBW,B689,B105,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B692,B691,1.4132610999882228e-05,8491.0,0.0
Amprion,Amprion,B695,B694,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B697,B696,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B238,B701,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B718,B717,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B44,B717,6.711409395973154e-05,1788.0,0.0
TransnetBW,TransnetBW,B44,B718,3.532528701795702e-05,3397.0,0.0
TenneT,TenneT,B719,B116,1.7665243633151774e-05,6793.0,0.0
TransnetBW,TransnetBW,B723,B722,2.355250245338567e-05,5095.0,0.0
TenneT,TenneT,B727,B726,7.062978222483814e-05,1699.0,0.0
TransnetBW,TransnetBW,B736,B735,7.85186154550808e-06,15283.0,0.0
Amprion,Amprion,B142,B743,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B749,B748,3.532528701795702e-05,3397.0,0.0
50Hertz,50Hertz,B750,B155,7.062978222483814e-05,1699.0,0.0
50Hertz,50Hertz,B753,B752,2.355250245338567e-05,5095.0,0.0
50Hertz,50Hertz,B759,B758,1.177740700755717e-05,10189.0,0.0
TenneT,TenneT,B766,B765,1.4132610999882228e-05,8491.0,0.0
50Hertz,50Hertz,B770,B769,7.066305499941114e-06,16982.0,0.0
Amprion,Amprion,B777,B776,3.532528701795702e-05,3397.0,0.0
Amprion,Amprion,B782,B781,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B784,B783,7.062978222483814e-05,1699.0,0.0
TenneT,TenneT,B786,B785,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B788,B787,3.532528701795702e-05,3397.0,0.0
TransnetBW,TransnetBW,B221,B789,1.7665243633151774e-05,6793.0,0.0
Amprion,Amprion,B791,B78,3.532528701795702e-05,3397.0,0.0
