Month,Day,Period,EKPC_KY,AP_MD,AP_PA,AP_VA,AP_WV,AEP_VA,AEP_WV,AEP_KY,AEP_TN,AEP_OH,AEP_IN,AEP_MI,DPL_MD,DPL_DE,DOM_NC,DOM_VA,DAY_OH,JC_NJ,RECO_NJ,BC_MD,ME_PA,PS_NJ,CE_IL,AE_NJ,OVEC_OH,PE_PA,PL_PA,DEOK_OH,DUQ_PA,PN_PA,PEP_MD,ATSI_PA,ATSI_OH,NI
0,0,20,0.229277665,0.229277665,0.229277665,0.173446516,0.173446516,0.173446516,0.173446516,0.229277665,0.229277665,0.241731121,0.437117647,0.241731121,0.229277665,0.191917299,0.229277665,0.173446516,0.241731121,0.241731121,0.241731121,0.229277665,0.229277665,0.241731121,0.182950573,0.241731121,0.241731121,0.229277665,0.229277665,0.241731121,0.229277665,0.229277665,0.229277665,0.229277665,0.241731121,0
0,0,21,0.208066075,0.208066075,0.208066075,0.200130007,0.200130007,0.200130007,0.200130007,0.208066075,0.208066075,0.218205663,0.672986928,0.218205663,0.208066075,0.177647309,0.208066075,0.200130007,0.218205663,0.218205663,0.218205663,0.208066075,0.208066075,0.218205663,0.216584403,0.218205663,0.218205663,0.208066075,0.208066075,0.218205663,0.208066075,0.208066075,0.208066075,0.208066075,0.218205663,0
0,0,22,0.186378661,0.186378661,0.186378661,0.219530805,0.219530805,0.219530805,0.219530805,0.186378661,0.186378661,0.19498812,0.720460784,0.19498812,0.186378661,0.160550284,0.186378661,0.219530805,0.19498812,0.19498812,0.19498812,0.186378661,0.186378661,0.19498812,0.237002063,0.19498812,0.19498812,0.186378661,0.186378661,0.19498812,0.186378661,0.186378661,0.186378661,0.186378661,0.19498812,0
0,0,23,0.188977248,0.188977248,0.188977248,0.179549086,0.179549086,0.179549086,0.179549086,0.188977248,0.188977248,0.198445592,0.502045752,0.198445592,0.188977248,0.160572216,0.188977248,0.179549086,0.198445592,0.198445592,0.198445592,0.188977248,0.188977248,0.198445592,0.191000211,0.198445592,0.198445592,0.188977248,0.188977248,0.198445592,0.188977248,0.188977248,0.188977248,0.188977248,0.198445592,0
0,0,24,0.19226061,0.19226061,0.19226061,0.120748487,0.120748487,0.120748487,0.120748487,0.19226061,0.19226061,0.202967625,0.386078431,0.202967625,0.19226061,0.160139565,0.19226061,0.120748487,0.202967625,0.202967625,0.202967625,0.19226061,0.19226061,0.202967625,0.13002633,0.202967625,0.202967625,0.19226061,0.19226061,0.202967625,0.19226061,0.19226061,0.19226061,0.19226061,0.202967625,0
0,0,1,0.164977329,0.164977329,0.164977329,0.099438258,0.099438258,0.099438258,0.099438258,0.164977329,0.164977329,0.172882075,0.216630719,0.172882075,0.164977329,0.141263089,0.164977329,0.099438258,0.172882075,0.172882075,0.172882075,0.164977329,0.164977329,0.172882075,0.103781298,0.172882075,0.172882075,0.164977329,0.164977329,0.172882075,0.164977329,0.164977329,0.164977329,0.164977329,0.172882075,0
0,0,2,0.127467735,0.127467735,0.127467735,0.102772847,0.102772847,0.102772847,0.102772847,0.127467735,0.127467735,0.131199019,0.092683007,0.131199019,0.127467735,0.116273884,0.127467735,0.102772847,0.131199019,0.131199019,0.131199019,0.127467735,0.127467735,0.131199019,0.102990906,0.131199019,0.131199019,0.127467735,0.127467735,0.131199019,0.127467735,0.127467735,0.127467735,0.127467735,0.131199019,0
0,0,3,0.094960235,0.094960235,0.094960235,0.098206853,0.098206853,0.098206853,0.098206853,0.094960235,0.094960235,0.095050923,0.179633987,0.095050923,0.094960235,0.09468817,0.094960235,0.098206853,0.095050923,0.095050923,0.095050923,0.094960235,0.094960235,0.095050923,0.101379277,0.095050923,0.095050923,0.094960235,0.094960235,0.095050923,0.094960235,0.094960235,0.094960235,0.094960235,0.095050923,0
0,0,4,0.157071518,0.157071518,0.157071518,0.09279237,0.09279237,0.09279237,0.09279237,0.157071518,0.157071518,0.164054865,0.598094771,0.164054865,0.157071518,0.136121478,0.157071518,0.09279237,0.164054865,0.164054865,0.164054865,0.157071518,0.157071518,0.164054865,0.109732053,0.164054865,0.164054865,0.157071518,0.157071518,0.164054865,0.157071518,0.157071518,0.157071518,0.157071518,0.164054865,0
0,0,5,0.219779653,0.219779653,0.219779653,0.090714115,0.090714115,0.090714115,0.090714115,0.219779653,0.219779653,0.232816606,0.76604902,0.232816606,0.219779653,0.180668794,0.219779653,0.090714115,0.232816606,0.232816606,0.232816606,0.219779653,0.219779653,0.232816606,0.113176868,0.232816606,0.232816606,0.219779653,0.219779653,0.232816606,0.219779653,0.219779653,0.219779653,0.219779653,0.232816606,0
0,0,6,0.196584709,0.196584709,0.196584709,0.082465061,0.082465061,0.082465061,0.082465061,0.196584709,0.196584709,0.205018827,0.746369281,0.205018827,0.196584709,0.171282357,0.196584709,0.082465061,0.205018827,0.205018827,0.205018827,0.196584709,0.196584709,0.205018827,0.104511914,0.205018827,0.205018827,0.196584709,0.196584709,0.205018827,0.196584709,0.196584709,0.196584709,0.196584709,0.205018827,0
0,0,7,0.192377814,0.192377814,0.192377814,0.054950028,0.054950028,0.054950028,0.054950028,0.192377814,0.192377814,0.200026473,0.659575163,0.200026473,0.192377814,0.169431835,0.192377814,0.054950028,0.200026473,0.200026473,0.200026473,0.192377814,0.192377814,0.200026473,0.074921197,0.200026473,0.200026473,0.192377814,0.192377814,0.200026473,0.192377814,0.192377814,0.192377814,0.192377814,0.200026473,0
0,0,8,0.168443165,0.168443165,0.168443165,0.046706113,0.046706113,0.046706113,0.046706113,0.168443165,0.168443165,0.173804881,0.714153595,0.173804881,0.168443165,0.152358017,0.168443165,0.046706113,0.173804881,0.173804881,0.173804881,0.168443165,0.168443165,0.173804881,0.068678154,0.173804881,0.173804881,0.168443165,0.168443165,0.173804881,0.168443165,0.168443165,0.168443165,0.168443165,0.173804881,0
0,0,9,0.19021713,0.19021713,0.19021713,0.049095445,0.049095445,0.049095445,0.049095445,0.19021713,0.19021713,0.198362042,0.563464052,0.198362042,0.19021713,0.165782394,0.19021713,0.049095445,0.198362042,0.198362042,0.198362042,0.19021713,0.19021713,0.198362042,0.066097867,0.198362042,0.198362042,0.19021713,0.19021713,0.198362042,0.19021713,0.19021713,0.19021713,0.19021713,0.198362042,0
0,0,10,0.190015482,0.190015482,0.190015482,0.071501822,0.071501822,0.071501822,0.071501822,0.190015482,0.190015482,0.198670896,0.727140523,0.198670896,0.190015482,0.164049241,0.190015482,0.071501822,0.198670896,0.198670896,0.198670896,0.190015482,0.190015482,0.198670896,0.09322136,0.198670896,0.198670896,0.190015482,0.190015482,0.198670896,0.190015482,0.190015482,0.190015482,0.190015482,0.198670896,0
0,0,11,0.215075534,0.215075534,0.215075534,0.098627053,0.098627053,0.098627053,0.098627053,0.215075534,0.215075534,0.228512367,0.851415033,0.228512367,0.215075534,0.174765036,0.215075534,0.098627053,0.228512367,0.228512367,0.228512367,0.215075534,0.215075534,0.228512367,0.123652779,0.228512367,0.228512367,0.215075534,0.215075534,0.228512367,0.215075534,0.215075534,0.215075534,0.215075534,0.228512367,0
0,0,12,0.22842129,0.22842129,0.22842129,0.113441191,0.113441191,0.113441191,0.113441191,0.22842129,0.22842129,0.243017229,0.938428105,0.243017229,0.22842129,0.184633473,0.22842129,0.113441191,0.243017229,0.243017229,0.243017229,0.22842129,0.22842129,0.243017229,0.140895575,0.243017229,0.243017229,0.22842129,0.22842129,0.243017229,0.22842129,0.22842129,0.22842129,0.22842129,0.243017229,0
0,0,13,0.277054901,0.277054901,0.277054901,0.118202906,0.118202906,0.118202906,0.118202906,0.277054901,0.277054901,0.297928427,0.904666667,0.297928427,0.277054901,0.214434321,0.277054901,0.118202906,0.297928427,0.297928427,0.297928427,0.277054901,0.277054901,0.297928427,0.144428779,0.297928427,0.297928427,0.277054901,0.277054901,0.297928427,0.277054901,0.277054901,0.277054901,0.277054901,0.297928427,0
0,0,14,0.365883607,0.365883607,0.365883607,0.145786278,0.145786278,0.145786278,0.145786278,0.365883607,0.365883607,0.396595474,0.977960784,0.396595474,0.365883607,0.273748007,0.365883607,0.145786278,0.396595474,0.396595474,0.396595474,0.365883607,0.365883607,0.396595474,0.173646583,0.396595474,0.396595474,0.365883607,0.365883607,0.396595474,0.365883607,0.365883607,0.365883607,0.365883607,0.396595474,0
