Pmax (MW),Pmin (MW),Zone,Type,Flag_thermal,Flag_RET,Flag_VRE,Flag_mustrun,Cost ($/MWh),EF,CC,AF,FOR,RM_SPIN,RU,RD,Flag_UC,Min_down_time,Min_up_time,Start_up_cost ($/MW)
0.8,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.4,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,AP_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AP_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AP_IL,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
2.1,0,ATSI_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.8,0,ATSI_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.5,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
27,0,DOM_MD,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
200,0,ATSI_IN,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
435,0,ME_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
435,0,ME_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
435,0,PN_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
435,0,PN_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
6,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
5.3,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.5,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.6,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.4,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.2,0,PEP_DE,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
1,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
1,0,ME_PA,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5.5,0,PEP_MD,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4,0,DPL_DE,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5.6,0,ME_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
5.6,0,ME_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
16,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.2,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.5,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.6,0,ME_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,ME_PA,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.2,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
6.6,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.1,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.8,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.5,0,PL_PA,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.5,0,AEP_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.6,0,AEP_MI,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
1.6,0,AEP_MI,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
0.8,0,AEP_MI,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
49.9,0,DOM_VA,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
7.9,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.3,0,DUQ_PA,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
5,0,PE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
15.5,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.2,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.4,0,AEP_OH,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.7,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2.6,0,CE_IL,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.7,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.3,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4,0,AEP_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
6,0,AP_PA,Hydro,0,0,1,0,0,0,0.5,0.4,0.035,0,1,1,0,0,0,
212,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
124,0,PN_NY,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
249.8,0,AEP_OH,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
11.4,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.3,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4.4,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
4.4,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
7,0,ME_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.8,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
0.5,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
0.6,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
0.6,0,PS_IL,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,AEP_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
8.6,0,PE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.9,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
7.5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.5,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
2.5,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.6,0,PE_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
175,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
40,0,AP_MD,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.4,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
1.4,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
202,0,CE_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
48.4,0,PL_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
48.4,0,PL_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
48.4,0,PL_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
82.3,0,PL_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
82.3,0,PL_PA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.2,0,JC_NJ,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
4.3,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
5.6,0,JC_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
8.5,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
0.6,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
0.6,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
0.6,0,ATSI_OH,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
7.8,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
237,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
237,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
338,0,DOM_VA,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
2,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
98,0,AEP_IL,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1,0,ATSI_OH,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.1,0,BC_MD,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
1.1,0,BC_MD,Bio,1,0,0,0,20,0.99,0.43,1,0,0.1,1,1,1,0,0,
0.8,0,BC_MD,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3,0,PS_NJ,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2.4,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.8,0,PL_PA,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2.7,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
9.8,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4.9,0,AEP_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.2,0,AE_NJ,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
30,0,AP_MD,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.2,0,PE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
7,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
310.3,0,DPL_MD,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
310.3,0,DPL_MD,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
493,0,DPL_MD,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
1.5,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.3,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.3,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.3,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
3.3,0,AEP_IN,NGCC,1,0,0,0,23.76,0.495,0.98,1,0.02,0.016,1,1,1,1,6,92
1.3,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4,0,AEP_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
105,0,AEP_OH,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
1.5,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
8,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,ATSI_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
310.2,0,DEOK_OH,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
233.7,0,DEOK_OH,NGCC,1,0,0,0,23.76,0.4,0.98,1,0.02,0.016,1,1,1,1,6,92
1,0,PL_PA,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.3,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
2.6,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
8.5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
0.8,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.4,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.2,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.2,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.2,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
1.1,0,ATSI_OH,NGCT,1,0,0,0,33.65,0.59,0.98,1,0.068,0.016,1,1,1,1,1,119
2,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.6,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
2,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
2,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
2,0,AEP_IN,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1,0,AEP_IN,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.7,0,ATSI_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
10,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,AEP_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,AEP_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
16,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
12,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
20,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.3,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.5,0,ATSI_OH,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
1.3,0,PL_PA,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
150,0,CE_IN,WindOn,0,0,1,0,0,0,0.28,1,0,0,1,1,0,0,0,
14,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
4.8,0,AEP_MI,Landfill_NG,1,0,0,0,15,0.39,0.43,1,0.05,0.1,1,1,1,0,0,
10,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
3.5,0,DOM_NC,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
0.6,0,DOM_VA,Oil,1,1,0,0,40,0.82,0.98,1,0,0,1,1,1,1,1,87
3,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5,0,JC_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
5.2,0,AE_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
8,0,PS_NJ,SolarPV,0,0,1,0,0,0,0.35,1,0,0,1,1,0,0,0,
