transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/56998024-400-150,way/56998024-400,virtual_relation/6967345:1-150,400,150,16088,'LINESTRING (6.41829632 45.6619859, 6.41797902 45.66191453)'
way/56998024-400-225,way/56998024-400,way/56998024-225,400,225,16088,'LINESTRING (6.41829632 45.6619859, 6.41822503 45.66175718)'
way/572898616-420-132,way/572898616-420,way/572898616-132,420,132,5631,'LINESTRING (19.20448972 69.18990867, 19.20388733 69.18974401)'
way/572898618-420-132,way/572898618-420,way/572898618-132,420,132,3754,'LINESTRING (18.59209501 69.03416736, 18.59150141 69.03400075)'
way/572898626-420-132,way/572898626-420,way/572898626-132,420,132,7508,'LINESTRING (17.5592172 68.15878147, 17.55865355 68.15861169)'
way/57384507-220-150,virtual_relation/4798436:1-220,virtual_relation/13137169:0-150,220,150,1967,'LINESTRING (14.64253319 37.07888024, 14.64233957 37.07905687)'
way/57384507-380-150,way/57384507-380,virtual_relation/13137169:0-150,380,150,3397,'LINESTRING (14.64262319 37.07910407, 14.64233957 37.07905687)'
way/57384507-380-220,way/57384507-380,virtual_relation/4798436:1-220,380,220,3397,'LINESTRING (14.64262319 37.07910407, 14.64253319 37.07888024)'
way/57403755-220-150,way/57403755-220,way/57403755-150,220,150,1967,'LINESTRING (13.51362825 37.87197984, 13.51337923 37.87179636)'
way/576439241-400-220,way/576439241-400,way/576439241-220,400,220,5363,'LINESTRING (-4.25367956 38.6525219, -4.25387801 38.65229754)'
way/57675923-400-132,way/57675923-400,way/57675923-132,400,132,12513,'LINESTRING (12.32214387 57.80232348, 12.32177572 57.80213906)'
way/577158336-380-150,way/577158336-380,way/577158336-150,380,150,11887,'LINESTRING (4.2189469 51.42353579, 4.21866679 51.42333073)'
way/57727004-380-220,way/57727004-380,way/57727004-220,380,220,5095,'LINESTRING (10.36261425 47.73873684, 10.36233024 47.73854687)'
way/57736553-220-150,way/57736553-220,virtual_relation/6597122:1-150,220,150,3933,'LINESTRING (13.73015275 37.96884403, 13.72990278 37.96866116)'
way/580568888-400-225,way/580568888-400,way/580568888-225,400,225,3575,'LINESTRING (1.8285818 50.0111691, 1.8283199 50.01095851)'
way/580927266-400-225,way/580927266-400,virtual_way/117447196:1-225,400,225,3575,'LINESTRING (1.57896276 47.71887901, 1.57871288 47.71866782)'
way/58226629-220-132,virtual_way/58226630:1-220,way/58226629-132,220,132,984,'LINESTRING (-0.43318813 39.47149522, -0.43340111 39.47127881)'
way/58502803-150-132,way/58502803-150,way/58502803-132,150,132,336,'LINESTRING (13.42720271 41.33899594, 13.42693993 41.33881306)'
way/58516664-220-132,way/58516664-220,virtual_way/149875916:0-132,220,132,984,'LINESTRING (7.6520761 45.08620378, 7.65181528 45.08600667)'
way/586348408-220-132,way/586348408-220,way/586348408-132,220,132,2950,'LINESTRING (2.1912005 41.46047327, 2.19097275 41.46026288)'
way/58928252-220-132,way/58928252-220,way/58928252-132,220,132,2458,'LINESTRING (-6.55059713 42.5727597, -6.55086179 42.57288478)'
way/58928252-400-132,way/58928252-400,way/58928252-132,400,132,10725,'LINESTRING (-6.55057923 42.57299341, -6.55086179 42.57288478)'
way/58928252-400-220,way/58928252-400,way/58928252-220,400,220,10725,'LINESTRING (-6.55057923 42.57299341, -6.55059713 42.5727597)'
way/58931857-380-150,way/58931857-380,way/58931857-150,380,150,8491,'LINESTRING (12.86614144 41.75757582, 12.86587852 41.75739153)'
way/590522266-380-220,way/590522266-380,way/590522266-220,380,220,3397,'LINESTRING (13.28554215 45.96328714, 13.28525747 45.96310469)'
way/591027058-380-150,way/591027058-380,way/591027058-150,380,150,5095,'LINESTRING (15.4587824 38.23269217, 15.45852675 38.232514)'
way/59153311-220-132,virtual_way/81945263:1-220,virtual_way/128525240:1-132,220,132,1967,'LINESTRING (12.11491647 45.4006851, 12.11468861 45.40085526)'
way/59153311-380-132,way/59153311-380,virtual_way/128525240:1-132,380,132,10189,'LINESTRING (12.11501086 45.40090942, 12.11468861 45.40085526)'
way/59153311-380-220,way/59153311-380,virtual_way/81945263:1-220,380,220,10189,'LINESTRING (12.11501086 45.40090942, 12.11491647 45.4006851)'
way/59219335-380-150,way/59219335-380,way/59219335-150,380,150,16982,'LINESTRING (11.60177236 42.37456459, 11.60151062 42.3743771)'
way/593535391-400-220,way/593535391-400,virtual_way/1173421339:1-220,400,220,1788,'LINESTRING (-5.37659639 39.21996326, -5.37679249 39.21973682)'
way/59366523-220-132,way/59366523-220,way/59366523-132,220,132,1033,'LINESTRING (11.94963771 45.38672217, 11.94940941 45.38689198)'
way/59366523-380-132,way/59366523-380,way/59366523-132,380,132,5095,'LINESTRING (11.94973141 45.38694664, 11.94940941 45.38689198)'
way/59366523-380-220,way/59366523-380,way/59366523-220,380,220,5095,'LINESTRING (11.94973141 45.38694664, 11.94963771 45.38672217)'
way/59462263-380-132,way/59462263-380,virtual_way/61673567:0-132,380,132,5095,'LINESTRING (13.13038057 46.04486471, 13.13009598 46.04468186)'
way/59462715-380-132,way/59462715-380,way/59462715-132,380,132,1699,'LINESTRING (13.28778086 45.8166904, 13.28749696 45.81650794)'
way/59531071-380-220,way/59531071-380,way/59531071-220,380,220,6793,'LINESTRING (15.88490215 48.3290472, 15.88459469 48.32887225)'
way/59556712-220-132,way/59556712-220,way/59556712-132,220,132,1967,'LINESTRING (11.30006764 45.38176651, 11.29983737 45.38193492)'
way/59556712-380-132,way/59556712-380,way/59556712-132,380,132,6793,'LINESTRING (11.30015868 45.38199156, 11.29983737 45.38193492)'
way/59556712-380-220,way/59556712-380,way/59556712-220,380,220,6793,'LINESTRING (11.30015868 45.38199156, 11.30006764 45.38176651)'
way/59604858-220-132,way/59604858-220,way/59604858-132,220,132,984,'LINESTRING (13.26336925 46.01456703, 13.26308437 46.01438453)'
way/59629638-220-132,way/59629638-220,virtual_way/334315120:1-132,220,132,1475,'LINESTRING (8.86412299 44.41778921, 8.86386102 44.41759504)'
way/59925390-380-220,way/59925390-380,virtual_way/189145558:0-220,380,220,6793,'LINESTRING (6.99622327 51.51427044, 6.99593046 51.51407212)'
way/600395952-380-220,way/600395952-380,virtual_way/152924515:0-220,380,220,5095,'LINESTRING (8.29504477 49.5245303, 8.29475858 49.52433517)'
way/60063660-400-132,way/60063660-400,way/60063660-132,400,132,3575,'LINESTRING (-3.84489314 43.00281888, -3.84510464 43.00259593)'
way/60235685-380-150,way/60235685-380,way/60235685-150,380,150,5095,'LINESTRING (14.9636171 41.82093558, 14.96334761 41.82075694)'
way/60342307-220-132,way/60342307-220,way/60342307-132,220,132,2458,'LINESTRING (-0.85391176 41.59744098, -0.85412963 41.59722399)'
way/60351390-220-132,way/60351390-220,way/60351390-132,220,132,1967,'LINESTRING (-0.45451465 39.42350977, -0.45475184 39.42365163)'
way/60351390-400-132,way/60351390-400,way/60351390-132,400,132,1788,'LINESTRING (-0.45447366 39.42374304, -0.45475184 39.42365163)'
way/60351390-400-220,way/60351390-400,way/60351390-220,400,220,1967,'LINESTRING (-0.45447366 39.42374304, -0.45451465 39.42350977)'
way/60354466-220-132,way/60354466-220,way/60354466-132,220,132,1967,'LINESTRING (-8.58983183 42.26312827, -8.59002377 42.26289629)'
way/60398296-220-132,way/60398296-220,virtual_way/484920300:1-132,220,132,1967,'LINESTRING (-3.04845224 42.75626713, -3.04866591 42.75604574)'
way/60495669-300-132,way/60495669-300,way/60495669-132,300,132,1006,'LINESTRING (11.15545425 59.31424713, 11.15513792 59.31441505)'
way/60495669-420-132,way/60495669-420,way/60495669-132,420,132,7508,'LINESTRING (11.15557956 59.31447187, 11.15513792 59.31441505)'
way/60495669-420-300,way/60495669-420,way/60495669-300,420,300,7508,'LINESTRING (11.15557956 59.31447187, 11.15545425 59.31424713)'
way/606842829-380-220,way/606842829-380,way/606842829-220,380,220,3397,'LINESTRING (6.47510115 53.21358451, 6.47479954 53.21338489)'
way/60725874-220-132,way/60725874-220,way/60725874-132,220,132,492,'LINESTRING (13.55739691 45.80061569, 13.55717193 45.80078888)'
way/60725874-380-132,way/60725874-380,way/60725874-132,380,132,1699,'LINESTRING (13.55749796 45.80083859, 13.55717193 45.80078888)'
way/60725874-380-220,way/60725874-380,way/60725874-220,380,220,1699,'LINESTRING (13.55749796 45.80083859, 13.55739691 45.80061569)'
way/60919237-220-150,virtual_relation/13171806:0-220,virtual_relation/13165278:0-150,220,150,1475,'LINESTRING (17.90260899 40.60094472, 17.90241449 40.60112721)'
way/60919237-380-150,way/60919237-380,virtual_relation/13165278:0-150,380,150,10189,'LINESTRING (17.902716 40.60116405, 17.90241449 40.60112721)'
way/60919237-380-220,way/60919237-380,virtual_relation/13171806:0-220,380,220,10189,'LINESTRING (17.902716 40.60116405, 17.90260899 40.60094472)'
way/61038773-220-132,way/61038773-220,way/61038773-132,220,132,1475,'LINESTRING (13.83150835 45.66331886, 13.83122344 45.66313785)'
way/61157826-380-150,way/61157826-380,virtual_relation/6662330:1-150,380,150,5095,'LINESTRING (14.8863073 37.53880882, 14.88605585 37.53862891)'
way/613587460-420-132,way/613587460-420,way/613587460-132,420,132,3754,'LINESTRING (10.5409669 64.16439874, 10.54052976 64.16420882)'
way/61477862-220-132,virtual_way/210608738:1-220,way/61477862-132,220,132,1475,'LINESTRING (13.10951949 46.23929765, 13.10923392 46.23911477)'
way/61484190-220-132,way/61484190-220,virtual_way/44699281:0-132,220,132,1967,'LINESTRING (8.91512725 44.47726223, 8.91486484 44.47706819)'
way/615122824-420-132,way/615122824-420,way/615122824-132,420,132,1877,'LINESTRING (10.22202588 63.89116584, 10.22159499 63.89097508)'
way/61599008-220-132,virtual_way/61599009:0-220,way/61599008-132,220,132,492,'LINESTRING (12.67999123 45.91156374, 12.67970888 45.91137966)'
way/61650514-220-132,way/61650514-220,virtual_way/62200742:0-132,220,132,984,'LINESTRING (13.06689176 46.34320379, 13.06660577 46.34302081)'
way/61712456-150-132,virtual_way/165372740:1-150,way/61712456-132,150,132,1180,'LINESTRING (12.6875196 42.55690817, 12.68752818 42.55709961)'
way/61712456-220-132,way/61712456-220,way/61712456-132,220,132,3441,'LINESTRING (12.68777695 42.55690133, 12.68752818 42.55709961)'
way/61712456-220-150,way/61712456-220,virtual_way/165372740:1-150,220,150,3441,'LINESTRING (12.68777695 42.55690133, 12.6875196 42.55690817)'
way/61712456-380-132,way/61712456-380,way/61712456-132,380,132,1699,'LINESTRING (12.68778553 42.55709277, 12.68752818 42.55709961)'
way/61712456-380-150,way/61712456-380,virtual_way/165372740:1-150,380,150,1699,'LINESTRING (12.68778553 42.55709277, 12.6875196 42.55690817)'
way/61712456-380-220,way/61712456-380,way/61712456-220,380,220,3441,'LINESTRING (12.68778553 42.55709277, 12.68777695 42.55690133)'
way/617330592-300-132,way/617330592-300,way/617330592-132,300,132,2011,'LINESTRING (9.80333809 63.24620542, 9.8029193 63.24601361)'
way/61918154-380-220,way/61918154-380,way/61918154-220,380,220,8491,'LINESTRING (7.30991254 52.47507532, 7.30961213 52.47487779)'
way/62326314-220-132,virtual_way/73723120:1-220,way/62326314-132,220,132,984,'LINESTRING (9.05926632 45.46765699, 9.05902895 45.46782043)'
way/62326314-380-132,way/62326314-380,way/62326314-132,380,132,6793,'LINESTRING (9.05934832 45.46788387, 9.05902895 45.46782043)'
way/62326314-380-220,way/62326314-380,virtual_way/73723120:1-220,380,220,6793,'LINESTRING (9.05934832 45.46788387, 9.05926632 45.46765699)'
way/624256368-275-132,way/624256368-275,way/624256368-132,275,132,1844,'LINESTRING (-4.27440695 57.94999373, -4.27468406 57.94976952)'
way/62674215-150-132,way/62674215-150,way/62674215-132,150,132,443,'LINESTRING (13.04786051 41.49308889, 13.04759819 41.49290502)'
way/626886449-400-132,way/626886449-400,way/626886449-132,400,132,3575,'LINESTRING (-7.41635868 43.12822163, -7.4165572 43.12799186)'
way/630939126-275-132,way/630939126-275,way/630939126-132,275,132,2766,'LINESTRING (-4.29960637 57.69883207, -4.29988165 57.69860785)'
way/63114179-380-220,way/63114179-380,way/63114179-220,380,220,3397,'LINESTRING (7.16852228 51.38921284, 7.16822951 51.38901495)'
way/633840104-420-132,way/633840104-420,way/633840104-132,420,132,1877,'LINESTRING (9.60679361 63.40086086, 9.60637391 63.4006685)'
way/633896066-420-132,way/633896066-420,way/633896066-132,420,132,5631,'LINESTRING (9.0118449 62.99664701, 9.01143467 62.99645311)'
way/635229626-400-132,way/635229626-400,virtual_way/1386138839:0-132,400,132,3575,'LINESTRING (0.79387009 52.66122831, 0.79359859 52.66101536)'
way/635829123-220-132,way/635829123-220,way/635829123-132,220,132,1180,'LINESTRING (0.19868007 52.72670666, 0.19837346 52.72684781)'
way/635829123-400-132,way/635829123-400,way/635829123-132,400,132,7150,'LINESTRING (0.19872853 52.72693794, 0.19837346 52.72684781)'
way/635829123-400-220,way/635829123-400,way/635829123-220,400,220,7150,'LINESTRING (0.19872853 52.72693794, 0.19868007 52.72670666)'
way/636875282-300-132,way/636875282-300,way/636875282-132,300,132,2011,'LINESTRING (4.84651798 60.55255689, 4.84616314 60.55235265)'
way/637005916-300-132,way/637005916-300,way/637005916-132,300,132,2011,'LINESTRING (5.0414874 60.79468787, 5.04112882 60.79448407)'
way/637595524-380-220,way/637595524-380,way/637595524-220,380,220,3397,'LINESTRING (8.06401106 53.55553801, 8.06369976 53.55534238)'
way/640796702-420-300,way/640796702-420,way/640796702-300,420,300,3754,'LINESTRING (7.01920961 58.76824963, 7.01886 58.76805105)'
way/648848845-300-132,way/648848845-300,way/648848845-132,300,132,4022,'LINESTRING (5.52761024 60.88997988, 5.52724764 60.88977728)'
way/64942789-380-132,way/64942789-380,way/64942789-132,380,132,3397,'LINESTRING (11.57148974 45.66661515, 11.57121247 45.66642811)'
way/651711449-400-220,way/651711449-400,way/651711449-220,400,220,3575,'LINESTRING (-6.51513043 38.80655826, -6.5153218 38.80632959)'
way/65482882-400-275,way/65482882-400,way/65482882-275,400,275,1788,'LINESTRING (-2.96792563 55.96685818, -2.96819747 55.9666369)'
way/66161634-400-220,way/66161634-400,way/66161634-220,400,220,1967,'LINESTRING (19.14137462 50.35220418, 19.14104176 50.35203892)'
way/66872608-220-132,way/66872608-220,virtual_way/102185353:1-132,220,132,984,'LINESTRING (7.4188435 45.43539787, 7.41858189 45.43520023)'
way/67461115-220-132,way/67461115-220,virtual_way/67461114:1-132,220,132,984,'LINESTRING (8.6008287 45.4220258, 8.60056296 45.4218311)'
way/675714143-400-132,way/675714143-400,way/675714143-132,400,132,3575,'LINESTRING (-1.33323661 38.52202934, -1.33344411 38.52181088)'
way/677413570-220-132,way/677413570-220,way/677413570-132,220,132,2458,'LINESTRING (-3.42091952 40.38718809, -3.42116728 40.3873221)'
way/677413570-400-132,way/677413570-400,way/677413570-132,400,132,3575,'LINESTRING (-3.42088919 40.38742192, -3.42116728 40.3873221)'
way/677413570-400-220,way/677413570-400,way/677413570-220,400,220,3575,'LINESTRING (-3.42088919 40.38742192, -3.42091952 40.38718809)'
way/677510482-275-132,way/677510482-275,way/677510482-132,275,132,922,'LINESTRING (-4.33485815 55.34458785, -4.33511873 55.34436387)'
way/677513264-220-132,way/677513264-220,way/677513264-132,220,132,492,'LINESTRING (-5.45800759 55.69703512, -5.45826392 55.69680889)'
way/681264796-400-220,way/681264796-400,virtual_way/171092657:1-220,400,220,8938,'LINESTRING (19.31583597 51.26897957, 19.31549555 51.26881495)'
way/683693772-400-220,way/683693772-400,way/683693772-220,400,220,3575,'LINESTRING (-0.38205429 41.02302902, -0.38227201 41.02281296)'
way/683892938-400-220,way/683892938-400,way/683892938-220,400,220,3575,'LINESTRING (2.88325902 42.0625905, 2.88302686 42.06238174)'
way/68515955-275-132,way/68515955-275,way/68515955-132,275,132,2766,'LINESTRING (-4.49155018 57.46754059, -4.49191421 57.46766852)'
way/68515955-400-132,way/68515955-400,way/68515955-132,400,132,3575,'LINESTRING (-4.49152773 57.46777298, -4.49191421 57.46766852)'
way/68515955-400-275,way/68515955-400,way/68515955-275,400,275,3575,'LINESTRING (-4.49152773 57.46777298, -4.49155018 57.46754059)'
way/68549340-380-220,virtual_way/68561241:1-380,way/68549340-220,380,220,3397,'LINESTRING (7.17938997 51.47211704, 7.17909663 51.47191917)'
way/68589514-400-225,virtual_relation/19874522:0-400,way/68589514-225,400,225,1788,'LINESTRING (1.78363526 50.92039207, 1.78329093 50.92030676)'
way/689624522-275-132,way/689624522-275,way/689624522-132,275,132,1844,'LINESTRING (-4.37454933 57.31767673, -4.37482167 57.31745242)'
way/689626274-400-132,way/689626274-400,way/689626274-132,400,132,3575,'LINESTRING (-4.47039445 57.02737607, -4.47066437 57.02715162)'
way/691036111-400-220,way/691036111-400,way/691036111-220,400,220,1788,'LINESTRING (-5.61503342 36.0723548, -5.61522193 36.07212731)'
way/693745438-380-220,way/693745438-380,way/693745438-220,380,220,1967,'LINESTRING (4.02706536 51.98376005, 4.02678279 51.98355453)'
way/69813552-400-225,way/69813552-400,way/69813552-225,400,225,7150,'LINESTRING (5.7100875 45.10624648, 5.70983349 45.10604466)'
way/701397734-400-220,way/701397734-400,way/701397734-220,400,220,3575,'LINESTRING (-6.54332218 42.047437, -6.54352115 42.04720873)'
way/701436399-400-220,way/701436399-400,way/701436399-220,400,220,5363,'LINESTRING (-0.26022622 53.65693401, -0.26049835 53.65671869)'
way/71118225-400-132,way/71118225-400,way/71118225-132,400,132,3575,'LINESTRING (-1.55050446 52.8555442, -1.55076568 52.85532615)'
way/71500123-380-220,way/71500123-380,way/71500123-220,380,220,6793,'LINESTRING (9.37920349 46.81127196, 9.37892806 46.81107938)'
way/71796402-400-220,way/71796402-400,way/71796402-220,400,220,1788,'LINESTRING (2.04791361 41.55503793, 2.04786283 41.55480612)'
way/71933077-400-225,way/71933077-400,way/71933077-225,400,225,3575,'LINESTRING (3.27059464 45.81362837, 3.27034652 45.81342089)'
way/71933086-400-225,way/71933086-400,way/71933086-225,400,225,14300,'LINESTRING (3.29490868 46.27308795, 3.29465848 46.27288056)'
way/723528920-380-150,way/723528920-380,way/723528920-150,380,150,8491,'LINESTRING (6.25254777 51.98196872, 6.25225526 51.98176857)'
way/72466334-220-132,way/72466334-220,way/72466334-132,220,132,492,'LINESTRING (10.35148041 46.05032922, 10.35124441 46.05049548)'
way/72466334-380-132,way/72466334-380,way/72466334-132,380,132,8491,'LINESTRING (10.35156866 46.05055498, 10.35124441 46.05049548)'
way/72466334-380-220,way/72466334-380,way/72466334-220,380,220,8491,'LINESTRING (10.35156866 46.05055498, 10.35148041 46.05032922)'
way/72475426-380-132,way/72475426-380,virtual_way/72484087:1-132,380,132,3397,'LINESTRING (9.89781211 45.54082447, 9.89754126 45.54063306)'
way/72570474-380-132,way/72570474-380,virtual_way/72570479:0-132,380,132,3397,'LINESTRING (8.90306466 45.81423477, 8.90279596 45.81404087)'
way/72581705-380-132,way/72581705-380,virtual_way/72581681:1-132,380,132,3397,'LINESTRING (8.66812858 45.73693267, 8.66786109 45.73673817)'
way/727225348-380-220,way/727225348-380,way/727225348-220,380,220,5095,'LINESTRING (10.87442159 47.24402208, 10.87413843 47.24383339)'
way/72888152-380-150,way/72888152-380,way/72888152-150,380,150,8491,'LINESTRING (4.53085527 52.03626439, 4.53057011 52.03606006)'
way/729485840-400-220,way/729485840-400,way/729485840-220,400,220,1788,'LINESTRING (-0.89670598 37.9635054, -0.89691338 37.96328774)'
way/731605861-220-132,way/731605861-220,way/731605861-132,220,132,984,'LINESTRING (-5.85792594 43.55620235, -5.85813154 43.55597553)'
way/74257731-135-132,virtual_way/72561693:1-135,way/74257731-132,135,132,443,'LINESTRING (9.29218298 45.54128268, 9.29191424 45.54108973)'
way/74384031-400-220,way/74384031-400,way/74384031-220,400,220,14300,'LINESTRING (-4.93654576 41.78968972, -4.93657017 41.78945598)'
way/746755857-380-150,virtual_way/746755846:1-380,way/746755857-150,380,150,3397,'LINESTRING (6.41544447 51.89588249, 6.41515178 51.89568274)'
way/74677138-380-132,way/74677138-380,way/74677138-132,380,132,10189,'LINESTRING (9.17098857 45.6125902, 9.17071991 45.61239695)'
way/74943205-380-132,way/74943205-380,virtual_way/74943610:1-132,380,132,5095,'LINESTRING (12.95601962 43.78761547, 12.9557471 43.7874318)'
way/753113423-400-225,way/753113423-400,way/753113423-225,400,225,7150,'LINESTRING (-0.2637673 49.10913925, -0.26409562 49.10904804)'
way/75378894-220-132,virtual_way/193445970:a:0-220,way/75378894-132,220,132,1475,'LINESTRING (8.98215868 45.65339383, 8.98192027 45.65355707)'
way/75378894-380-132,way/75378894-380,way/75378894-132,380,132,3397,'LINESTRING (8.98224062 45.65362074, 8.98192027 45.65355707)'
way/75378894-380-220,way/75378894-380,virtual_way/193445970:a:0-220,380,220,3397,'LINESTRING (8.98224062 45.65362074, 8.98215868 45.65339383)'
way/754064375-220-132,virtual_way/208404332:b:1-220,way/754064375-132,220,132,984,'LINESTRING (8.0120248 46.33195114, 8.01175677 46.33175506)'
way/75602414-380-132,way/75602414-380,way/75602414-132,380,132,3397,'LINESTRING (10.11998067 45.83177518, 10.1197076 45.83158438)'
way/75606778-400-220,way/75606778-400,way/75606778-220,400,220,7150,'LINESTRING (1.82982194 41.52359348, 1.82977199 41.52336157)'
way/758315582-220-132,way/758315582-220,way/758315582-132,220,132,984,'LINESTRING (7.65501634 46.68085025, 7.65474789 46.68065332)'
way/75902880-400-220,way/75902880-400,way/75902880-220,400,220,5363,'LINESTRING (-4.74509168 36.89516293, -4.74528458 36.89493729)'
way/762272690-275-132,way/762272690-275,way/762272690-132,275,132,922,'LINESTRING (-4.06646917 57.30123714, -4.06674322 57.30101345)'
way/76709660-380-150,way/76709660-380,way/76709660-150,380,150,3397,'LINESTRING (12.75166658 41.89036783, 12.75140342 41.89018326)'
way/77065229-400-132,way/77065229-400,way/77065229-132,400,132,7150,'LINESTRING (0.11841354 51.93513232, 0.11814927 51.93491791)'
way/772400244-400-132,way/772400244-400,virtual_way/772400218:0-132,400,132,7150,'LINESTRING (-1.71877183 37.43710973, -1.71897535 37.43689026)'
way/773893754-380-220,virtual_way/773893749:0-380,way/773893754-220,380,220,3397,'LINESTRING (8.17699694 47.48624564, 8.17672245 47.48605007)'
way/775564155-220-150,way/775564155-220,way/775564155-150,220,150,1967,'LINESTRING (3.72703185 51.43335283, 3.72674589 51.43350308)'
way/775564155-380-150,way/775564155-380,way/775564155-150,380,150,6793,'LINESTRING (3.72709735 51.43358262, 3.72674589 51.43350308)'
way/775564155-380-220,way/775564155-380,way/775564155-220,380,220,6793,'LINESTRING (3.72709735 51.43358262, 3.72703185 51.43335283)'
way/77654729-400-220,way/77654729-400,way/77654729-220,400,220,1788,'LINESTRING (-0.23590717 39.64174031, -0.23618651 39.64164951)'
way/77696816-400-145,way/77696816-400,virtual_way/316455327:1-145,400,145,1788,'LINESTRING (15.36086634 60.50740224, 15.36045159 60.50722638)'
way/78066534-380-132,way/78066534-380,way/78066534-132,380,132,3397,'LINESTRING (10.77538704 44.6268747, 10.77511763 44.62668544)'
way/785730495-400-275,way/785730495-400,way/785730495-275,400,275,5363,'LINESTRING (-1.08881774 53.57878161, -1.08908528 53.5785645)'
way/787919158-380-150,way/787919158-380,way/787919158-150,380,150,3397,'LINESTRING (4.98799828 52.16035026, 4.9877103 52.16014702)'
way/79866837-400-225,way/79866837-400,way/79866837-225,400,225,19663,'LINESTRING (2.86670488 48.38942365, 2.86644665 48.3892154)'
way/799370310-300-132,way/799370310-300,way/799370310-132,300,132,2011,'LINESTRING (5.92030629 58.59035435, 5.91996452 58.59015302)'
way/802058337-225-220,virtual_relation/5552944:1-225,way/802058337-220,225,220,2458,'LINESTRING (7.20969865 46.15872069, 7.20943438 46.15852261)'
way/803903329-220-132,way/803903329-220,virtual_way/209345331:1-132,220,132,492,'LINESTRING (6.96138381 46.06350851, 6.96113754 46.06366707)'
way/803903329-380-132,way/803903329-380,virtual_way/209345331:1-132,380,132,5095,'LINESTRING (6.96145786 46.06373682, 6.96113754 46.06366707)'
way/803903329-380-220,way/803903329-380,way/803903329-220,380,220,5095,'LINESTRING (6.96145786 46.06373682, 6.96138381 46.06350851)'
way/80442466-220-132,way/80442466-220,virtual_way/278403722:0-132,220,132,1475,'LINESTRING (10.2674669 46.29316217, 10.26719096 46.29297181)'
way/80517630-220-150,virtual_way/80517638:0-220,virtual_way/89041503:1-150,220,150,2950,'LINESTRING (12.5424709 42.00428456, 12.54225697 42.00445604)'
way/80517630-380-150,way/80517630-380,virtual_way/89041503:1-150,380,150,5095,'LINESTRING (12.5425612 42.00450912, 12.54225697 42.00445604)'
way/80517630-380-220,way/80517630-380,virtual_way/80517638:0-220,380,220,5095,'LINESTRING (12.5425612 42.00450912, 12.5424709 42.00428456)'
way/81152317-400-132,way/81152317-400,way/81152317-132,400,132,3575,'LINESTRING (-5.57537367 42.55275466, -5.57557753 42.55252828)'
way/81228088-400-225,way/81228088-400,way/81228088-225,400,225,4022,'LINESTRING (3.74099572 47.88638482, 3.74073639 47.88617856)'
way/814351697-400-132,way/814351697-400,way/814351697-132,400,132,5363,'LINESTRING (0.59873287 51.41863764, 0.59846914 51.41842431)'
way/81540198-380-220,way/81540198-380,virtual_way/118106734:1-220,380,220,3397,'LINESTRING (13.08176355 48.25650603, 13.08146658 48.25632332)'
way/81638061-225-220,way/81638061-225,virtual_relation/3717719:0-220,225,220,3017,'LINESTRING (7.57303316 48.01900106, 7.57275816 48.01880403)'
way/81641090-380-225,virtual_relation/3756990:0-380,way/81641090-225,380,225,4525,'LINESTRING (6.27678892 49.19714637, 6.27652467 49.19730299)'
way/81641090-400-225,way/81641090-400,way/81641090-225,400,225,17875,'LINESTRING (6.27686397 49.1973748, 6.27652467 49.19730299)'
way/81641090-400-380,way/81641090-400,virtual_relation/3756990:0-380,400,380,17875,'LINESTRING (6.27686397 49.1973748, 6.27678892 49.19714637)'
way/81665271-400-225,way/81665271-400,way/81665271-225,400,225,12513,'LINESTRING (6.0976434 48.8573633, 6.09736973 48.85716269)'
way/817294151-275-132,way/817294151-275,way/817294151-132,275,132,1844,'LINESTRING (-1.59668027 53.80579545, -1.59694654 53.80557724)'
way/81758476-225-150,virtual_way/81758511:0-225,virtual_way/122225555:0-150,225,150,2514,'LINESTRING (6.32626232 48.35357135, 6.32600277 48.35372817)'
way/81758476-400-150,way/81758476-400,virtual_way/122225555:0-150,400,150,3575,'LINESTRING (6.32633648 48.35379982, 6.32600277 48.35372817)'
way/81758476-400-225,way/81758476-400,virtual_way/81758511:0-225,400,225,3575,'LINESTRING (6.32633648 48.35379982, 6.32626232 48.35357135)'
way/81929591-380-132,way/81929591-380,way/81929591-132,380,132,6793,'LINESTRING (12.48269918 44.95734643, 12.48242243 44.95716169)'
way/81931074-380-132,way/81931074-380,virtual_way/81931509:1-132,380,132,10189,'LINESTRING (12.09392128 44.27334102, 12.09364919 44.27315515)'
way/81938081-380-132,way/81938081-380,way/81938081-132,380,132,10189,'LINESTRING (12.13896992 44.42835414, 12.13869694 44.4281684)'
way/820229174-275-132,way/820229174-275,way/820229174-132,275,132,3687,'LINESTRING (-4.24575058 57.42198732, -4.24602436 57.42176325)'
way/82078641-220-132,virtual_way/792093711:1-220,way/82078641-132,220,132,590,'LINESTRING (11.14383974 45.05844109, 11.14361033 45.05860919)'
way/82078641-380-132,way/82078641-380,way/82078641-132,380,132,6793,'LINESTRING (11.1439296 45.05866633, 11.14361033 45.05860919)'
way/82078641-380-220,way/82078641-380,virtual_way/792093711:1-220,380,220,6793,'LINESTRING (11.1439296 45.05866633, 11.14383974 45.05844109)'
way/82083756-380-132,way/82083756-380,virtual_way/62114475:0-132,380,132,3397,'LINESTRING (12.46388579 45.92391991, 12.46360413 45.92373526)'
