From_zone,To_zone,from_bus,to_bus,X,Capacity (MW),Loss (%)
50Hertz,50Hertz,B721,B16,14.27229,1698.103,0.0
50Hertz,50Hertz,B16,B289,10.445684,1698.103,0.0
TenneT,TenneT,B719,B593,6.670278,1698.103,0.0
Amprion,Amprion,B623,B65,0.524241,1698.103,0.0
Amprion,Amprion,B65,B19,1.177818,1698.103,0.0
Amprion,Amprion,B19,B405,1.768226,1698.103,0.0
TransnetBW,TransnetBW,B370,B387,6.606254,1698.103,0.0
TransnetBW,TransnetBW,B370,B387,6.606254,1698.103,0.0
50Hertz,50Hertz,B629,B754,16.205749,1698.103,0.0
50Hertz,50Hertz,B654,B602,4.970627,1698.103,0.0
Amprion,Amprion,B454,B642,4.852965,1698.103,0.0
TenneT,TenneT,B312,B314,14.693831,1698.103,0.0
TenneT,TenneT,B312,B314,14.697378,1698.103,0.0
TransnetBW,TransnetBW,B385,B1,1.850381,983.112,0.0
Amprion,Amprion,B614,B613,0.381849,983.112,0.0
Amprion,Amprion,B478,B352,6.672592,491.556,0.0
Amprion,Amprion,B478,B352,6.672592,491.556,0.0
TenneT,TenneT,B465,B98,0.407243,1698.103,0.0
TransnetBW,TransnetBW,B386,B369,3.968143,491.556,0.0
TransnetBW,TransnetBW,B386,B369,3.968143,491.556,0.0
TransnetBW,TransnetBW,B387,B511,10.41857,3396.205,0.0
50Hertz,50Hertz,B17,B753,1.797778,1698.103,0.0
50Hertz,50Hertz,B288,B360,12.505602,491.556,0.0
50Hertz,50Hertz,B288,B764,32.13867,491.556,0.0
TenneT,TenneT,B456,B477,11.219649,1698.103,0.0
TenneT,Amprion,B456,B355,3.683073,1698.103,0.0
TenneT,Amprion,B456,B355,3.683073,1698.103,0.0
TenneT,TenneT,B456,B477,11.219649,1698.103,0.0
Amprion,TenneT,B782,B609,15.195914,1698.103,0.0
TransnetBW,TransnetBW,B18,B513,6.706012,1698.103,0.0
TransnetBW,TransnetBW,B587,B586,21.282961,491.556,0.0
Amprion,Amprion,B480,B19,2.950824,1698.103,0.0
Amprion,Amprion,B19,B65,1.177818,1698.103,0.0
Amprion,Amprion,B65,B623,0.524241,1698.103,0.0
Amprion,Amprion,B480,B19,2.950824,1698.103,0.0
Amprion,Amprion,B19,B405,1.768226,1698.103,0.0
Amprion,Amprion,B446,B20,0.489887,983.112,0.0
Amprion,TransnetBW,B640,B441,4.993943,1698.103,0.0
Amprion,Amprion,B642,B640,1.031276,1698.103,0.0
TransnetBW,Amprion,B441,B642,5.660893,1698.103,0.0
Amprion,Amprion,B304,B645,1.452259,1698.103,0.0
Amprion,Amprion,B466,B776,7.518673,491.556,0.0
Amprion,Amprion,B542,B590,3.317763,491.556,0.0
Amprion,Amprion,B590,B666,0.997613,491.556,0.0
Amprion,Amprion,B542,B666,2.341584,491.556,0.0
Amprion,TransnetBW,B336,B739,17.913898,491.556,0.0
TenneT,TenneT,B455,B705,7.731871,983.112,0.0
TenneT,TenneT,B711,B272,4.53712,491.556,0.0
50Hertz,50Hertz,B568,B406,8.192437,1698.103,0.0
50Hertz,50Hertz,B568,B406,8.192437,1698.103,0.0
50Hertz,50Hertz,B568,B306,7.705443,1698.103,0.0
50Hertz,50Hertz,B568,B306,7.705443,1698.103,0.0
50Hertz,50Hertz,B672,B288,15.732394,491.556,0.0
50Hertz,TenneT,B597,B522,28.800622,1698.103,0.0
Amprion,Amprion,B590,B666,0.993237,491.556,0.0
Amprion,Amprion,B590,B666,0.997613,491.556,0.0
Amprion,Amprion,B340,B648,12.463905,1698.103,0.0
TransnetBW,TransnetBW,B457,B409,9.298191,491.556,0.0
TenneT,TenneT,B311,B698,0.910976,491.556,0.0
Amprion,Amprion,B334,B626,1.554843,491.556,0.0
TenneT,50Hertz,B522,B607,9.159463,1698.103,0.0
50Hertz,50Hertz,B672,B288,15.732394,491.556,0.0
50Hertz,50Hertz,B360,B764,19.655697,491.556,0.0
50Hertz,50Hertz,B437,B396,20.442337,1698.103,0.0
50Hertz,50Hertz,B437,B396,20.442337,1698.103,0.0
50Hertz,50Hertz,B601,B23,3.144351,491.556,0.0
50Hertz,50Hertz,B23,B436,12.465445,491.556,0.0
Amprion,Amprion,B309,B359,3.247434,1698.103,0.0
50Hertz,50Hertz,B630,B530,16.640138,491.556,0.0
50Hertz,50Hertz,B630,B530,16.640138,491.556,0.0
Amprion,TenneT,B781,B608,18.520635,491.556,0.0
50Hertz,50Hertz,B318,B759,4.001702,1698.103,0.0
50Hertz,50Hertz,B318,B759,4.001702,1698.103,0.0
Amprion,50Hertz,B559,B771,14.316585,1698.103,0.0
Amprion,Amprion,B389,B559,10.045198,1698.103,0.0
TransnetBW,TransnetBW,B463,B382,29.729671,1698.103,0.0
TransnetBW,TransnetBW,B382,B702,8.099956,1698.103,0.0
TransnetBW,TransnetBW,B381,B598,4.150209,491.556,0.0
TransnetBW,TransnetBW,B598,B604,6.583544,491.556,0.0
TransnetBW,TransnetBW,B381,B604,8.864239,491.556,0.0
TenneT,TenneT,B719,B593,6.670278,1698.103,0.0
TenneT,50Hertz,B286,B569,21.459143,1698.103,0.0
TenneT,50Hertz,B286,B444,27.330698,1698.103,0.0
50Hertz,50Hertz,B757,B399,11.319498,1698.103,0.0
50Hertz,50Hertz,B757,B399,11.319498,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.434246,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.434246,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.604909,1698.103,0.0
50Hertz,50Hertz,B399,B24,1.604909,1698.103,0.0
TenneT,50Hertz,B522,B761,11.592932,1698.103,0.0
50Hertz,50Hertz,B761,B629,28.757599,1698.103,0.0
50Hertz,50Hertz,B761,B754,43.970234,1698.103,0.0
TenneT,50Hertz,B522,B761,11.592932,1698.103,0.0
TenneT,TenneT,B368,B284,12.406688,1698.103,0.0
TenneT,TenneT,B368,B284,12.406688,1698.103,0.0
Amprion,Amprion,B467,B25,0.675598,491.556,0.0
TenneT,TenneT,B765,B461,3.235298,491.556,0.0
TenneT,TenneT,B765,B461,3.235298,491.556,0.0
TenneT,TenneT,B539,B448,12.818028,491.556,0.0
TenneT,TenneT,B540,B465,17.879305,1698.103,0.0
50Hertz,50Hertz,B629,B754,15.234295,1698.103,0.0
50Hertz,50Hertz,B396,B754,21.883902,1698.103,0.0
50Hertz,50Hertz,B396,B754,21.883902,1698.103,0.0
TenneT,TenneT,B766,B458,8.920339,1698.103,0.0
TenneT,TenneT,B460,B766,2.282823,1698.103,0.0
TenneT,50Hertz,B368,B770,13.827276,1698.103,0.0
TenneT,TenneT,B766,B546,21.132502,1698.103,0.0
TenneT,TenneT,B766,B546,21.132502,1698.103,0.0
TenneT,TenneT,B545,B546,6.271991,1698.103,0.0
Amprion,Amprion,B389,B393,3.616813,3396.205,0.0
Amprion,Amprion,B642,B367,21.950565,1698.103,0.0
Amprion,Amprion,B559,B367,12.465115,1698.103,0.0
TransnetBW,TenneT,B335,B285,22.64475,1698.103,0.0
TransnetBW,TransnetBW,B329,B638,13.600831,1698.103,0.0
TransnetBW,TenneT,B589,B285,13.31795,1698.103,0.0
TransnetBW,TransnetBW,B653,B26,0.645289,3396.205,0.0
TransnetBW,TransnetBW,B26,B27,0.128493,3396.205,0.0
TransnetBW,TransnetBW,B27,B322,2.895704,3396.205,0.0
50Hertz,50Hertz,B654,B602,4.970627,1698.103,0.0
50Hertz,50Hertz,B602,B396,20.626569,1698.103,0.0
50Hertz,50Hertz,B770,B654,25.674137,1698.103,0.0
TransnetBW,TransnetBW,B706,B410,6.201309,3396.205,0.0
TransnetBW,TransnetBW,B576,B677,8.62386,1698.103,0.0
TransnetBW,TransnetBW,B576,B706,12.817754,1698.103,0.0
TransnetBW,TransnetBW,B706,B677,7.756407,1698.103,0.0
50Hertz,50Hertz,B408,B436,9.087672,491.556,0.0
50Hertz,50Hertz,B757,B685,13.936734,1698.103,0.0
50Hertz,50Hertz,B437,B760,21.02396,1698.103,0.0
50Hertz,50Hertz,B290,B760,11.756918,1698.103,0.0
50Hertz,50Hertz,B437,B290,9.273924,1698.103,0.0
TenneT,TenneT,B482,B328,12.317023,3396.205,0.0
TenneT,TenneT,B483,B284,13.787965,1698.103,0.0
TenneT,TenneT,B285,B486,8.750769,1698.103,0.0
TenneT,TenneT,B285,B485,12.232749,1698.103,0.0
TenneT,TenneT,B486,B483,14.284947,1698.103,0.0
TenneT,TenneT,B485,B483,10.689185,1698.103,0.0
TenneT,TenneT,B483,B30,9.13072,1698.103,0.0
TenneT,TenneT,B30,B747,3.248189,1698.103,0.0
TenneT,TenneT,B747,B558,21.687613,1698.103,0.0
TenneT,TenneT,B709,B499,7.770766,3396.205,0.0
50Hertz,50Hertz,B757,B685,13.936734,1698.103,0.0
50Hertz,50Hertz,B760,B757,8.997332,1698.103,0.0
50Hertz,50Hertz,B439,B601,8.343735,491.556,0.0
50Hertz,50Hertz,B395,B601,47.720976,491.556,0.0
50Hertz,50Hertz,B395,B601,47.720976,491.556,0.0
TenneT,TenneT,B368,B509,1.993687,1698.103,0.0
50Hertz,50Hertz,B752,B31,3.951702,167.576,0.0
50Hertz,50Hertz,B436,B282,5.363841,491.556,0.0
50Hertz,TenneT,B390,B404,9.698605,491.556,0.0
50Hertz,50Hertz,B769,B395,19.910464,491.556,0.0
50Hertz,50Hertz,B769,B395,19.910464,491.556,0.0
50Hertz,50Hertz,B770,B566,19.138987,1698.103,0.0
50Hertz,50Hertz,B770,B566,19.138987,1698.103,0.0
50Hertz,50Hertz,B574,B580,0.80549,3396.205,0.0
50Hertz,50Hertz,B580,B318,0.449781,5094.308,0.0
50Hertz,50Hertz,B572,B651,0.925334,3396.205,0.0
TenneT,TenneT,B708,B487,6.874136,983.112,0.0
TenneT,TenneT,B326,B487,11.032925,983.112,0.0
TenneT,TenneT,B326,B553,18.898288,491.556,0.0
TenneT,TenneT,B489,B487,7.315706,491.556,0.0
TenneT,TenneT,B325,B455,9.818328,491.556,0.0
TenneT,TenneT,B327,B325,12.032908,491.556,0.0
TenneT,TenneT,B328,B516,18.73981,1698.103,0.0
TransnetBW,TenneT,B678,B516,4.431016,1698.103,0.0
TransnetBW,TenneT,B678,B516,4.431016,1698.103,0.0
TenneT,TenneT,B516,B709,5.024834,5094.308,0.0
TransnetBW,TransnetBW,B462,B587,11.071185,983.112,0.0
Amprion,Amprion,B495,B466,0.526627,491.556,0.0
TransnetBW,TransnetBW,B410,B453,4.184504,1698.103,0.0
TransnetBW,TransnetBW,B736,B415,1.694692,1698.103,0.0
TransnetBW,TransnetBW,B736,B415,1.694692,1698.103,0.0
Amprion,Amprion,B738,B374,3.092542,983.112,0.0
TenneT,TenneT,B483,B284,13.787965,1698.103,0.0
TenneT,TenneT,B553,B561,10.770379,491.556,0.0
Amprion,Amprion,B297,B649,1.067322,491.556,0.0
TransnetBW,TransnetBW,B598,B599,0.77646,491.556,0.0
TenneT,TenneT,B477,B413,1.319045,1698.103,0.0
TransnetBW,TransnetBW,B618,B665,3.240934,1698.103,0.0
TenneT,TenneT,B450,B272,8.014868,491.556,0.0
TenneT,TenneT,B332,B32,1.744418,491.556,0.0
TenneT,TenneT,B332,B481,27.4341,491.556,0.0
Amprion,TransnetBW,B642,B681,7.348377,1698.103,0.0
Amprion,TenneT,B642,B333,27.897856,1698.103,0.0
TransnetBW,TenneT,B681,B333,20.695166,1698.103,0.0
TenneT,TenneT,B333,B285,0.721993,1698.103,0.0
TenneT,TenneT,B333,B285,0.721926,1698.103,0.0
Amprion,Amprion,B355,B512,7.869779,1698.103,0.0
TenneT,TenneT,B547,B438,3.300959,491.556,0.0
TenneT,TenneT,B549,B483,19.921309,1698.103,0.0
TenneT,TenneT,B285,B482,21.690501,1698.103,0.0
TenneT,TenneT,B285,B482,21.690501,1698.103,0.0
TenneT,TenneT,B482,B484,19.975375,1698.103,0.0
TenneT,TenneT,B482,B549,6.708595,1698.103,0.0
TenneT,TenneT,B458,B523,6.433392,1698.103,0.0
TenneT,TenneT,B33,B523,1.333283,1698.103,0.0
TenneT,TenneT,B523,B522,11.892634,1698.103,0.0
Amprion,Amprion,B359,B454,12.453826,1698.103,0.0
Amprion,Amprion,B454,B642,4.852965,1698.103,0.0
TenneT,50Hertz,B675,B611,6.242662,3396.205,0.0
50Hertz,50Hertz,B754,B755,10.676523,1698.103,0.0
50Hertz,50Hertz,B754,B755,10.676523,1698.103,0.0
50Hertz,50Hertz,B396,B399,23.106846,1698.103,0.0
50Hertz,50Hertz,B396,B399,23.106846,1698.103,0.0
50Hertz,50Hertz,B277,B755,12.448808,1698.103,0.0
50Hertz,50Hertz,B396,B755,29.894122,1698.103,0.0
Amprion,TenneT,B354,B547,10.329387,491.556,0.0
TenneT,Amprion,B547,B34,9.99829,491.556,0.0
50Hertz,50Hertz,B610,B538,7.463135,491.556,0.0
50Hertz,50Hertz,B538,B529,5.83338,491.556,0.0
TenneT,TenneT,B577,B688,5.551734,491.556,0.0
TransnetBW,TransnetBW,B43,B736,1.642736,1698.103,0.0
TransnetBW,TransnetBW,B275,B586,3.709006,491.556,0.0
TransnetBW,TransnetBW,B587,B275,23.560387,491.556,0.0
Amprion,Amprion,B35,B36,1.958183,491.556,0.0
TenneT,50Hertz,B543,B321,14.658586,491.556,0.0
TenneT,TenneT,B481,B326,5.771994,983.112,0.0
TenneT,TenneT,B606,B272,4.517495,491.556,0.0
TenneT,TenneT,B562,B39,11.685114,173.162,0.0
TransnetBW,TransnetBW,B385,B1,1.850381,983.112,0.0
TransnetBW,TransnetBW,B331,B335,11.173372,1698.103,0.0
Amprion,Amprion,B339,B355,6.526872,1698.103,0.0
TenneT,TenneT,B544,B373,0.350083,983.112,0.0
TenneT,TenneT,B361,B40,1.999982,1698.103,0.0
TenneT,TenneT,B40,B475,1.705757,1698.103,0.0
50Hertz,50Hertz,B436,B282,5.363841,491.556,0.0
50Hertz,50Hertz,B408,B436,9.087672,491.556,0.0
TransnetBW,TransnetBW,B463,B382,29.729671,1698.103,0.0
TenneT,TenneT,B458,B523,6.433392,1698.103,0.0
TransnetBW,TenneT,B409,B455,11.86523,491.556,0.0
TenneT,TenneT,B445,B286,7.00054,1698.103,0.0
TransnetBW,TransnetBW,B382,B702,8.099956,1698.103,0.0
TransnetBW,TransnetBW,B410,B453,4.184504,1698.103,0.0
TenneT,50Hertz,B543,B321,14.658586,491.556,0.0
TenneT,TenneT,B578,B315,1.366643,1698.103,0.0
TenneT,TenneT,B368,B483,13.943248,1698.103,0.0
TenneT,TenneT,B786,B41,6.049846,1698.103,0.0
TenneT,TenneT,B41,B42,0.9474,1698.103,0.0
TenneT,TenneT,B42,B476,6.212275,1698.103,0.0
TenneT,TenneT,B786,B41,6.049846,1698.103,0.0
TenneT,TenneT,B41,B42,0.9474,1698.103,0.0
TenneT,TenneT,B42,B476,6.212275,1698.103,0.0
50Hertz,50Hertz,B770,B654,25.674137,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.691191,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.644453,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.61988,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.644453,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.61988,1698.103,0.0
50Hertz,50Hertz,B755,B56,1.691191,1698.103,0.0
TransnetBW,TransnetBW,B734,B736,2.388697,1698.103,0.0
TransnetBW,TransnetBW,B734,B43,0.730829,1698.103,0.0
TransnetBW,TransnetBW,B43,B736,1.646166,1698.103,0.0
TenneT,TenneT,B484,B483,5.286823,1698.103,0.0
TenneT,TenneT,B545,B286,6.91398,1698.103,0.0
TenneT,TenneT,B539,B448,12.818028,491.556,0.0
TenneT,TenneT,B540,B465,17.879305,1698.103,0.0
TenneT,TenneT,B545,B286,6.91398,1698.103,0.0
TenneT,TenneT,B315,B675,2.405408,1698.103,0.0
TenneT,TenneT,B315,B675,2.405408,1698.103,0.0
TransnetBW,TenneT,B409,B455,11.86523,491.556,0.0
TenneT,TenneT,B481,B489,13.983685,983.112,0.0
TenneT,TenneT,B766,B458,8.920339,1698.103,0.0
TenneT,50Hertz,B368,B770,13.827276,1698.103,0.0
50Hertz,50Hertz,B760,B757,8.997332,1698.103,0.0
TenneT,TenneT,B547,B438,3.300959,491.556,0.0
50Hertz,50Hertz,B671,B658,12.817368,1698.103,0.0
TenneT,TenneT,B314,B732,1.46662,1698.103,0.0
50Hertz,50Hertz,B566,B763,12.57646,1698.103,0.0
50Hertz,50Hertz,B550,B754,13.299552,1698.103,0.0
50Hertz,TenneT,B597,B522,28.800622,1698.103,0.0
50Hertz,50Hertz,B597,B566,9.601102,1698.103,0.0
50Hertz,50Hertz,B597,B566,9.601102,1698.103,0.0
50Hertz,50Hertz,B566,B629,25.171234,1698.103,0.0
50Hertz,50Hertz,B756,B658,13.692023,1698.103,0.0
50Hertz,50Hertz,B573,B399,5.386586,1698.103,0.0
50Hertz,50Hertz,B573,B399,5.386586,1698.103,0.0
50Hertz,50Hertz,B755,B573,15.27845,1698.103,0.0
50Hertz,50Hertz,B755,B573,15.27845,1698.103,0.0
TenneT,TenneT,B449,B397,0.617622,491.556,0.0
50Hertz,50Hertz,B529,B45,3.554479,491.556,0.0
50Hertz,50Hertz,B610,B529,9.57484,491.556,0.0
TenneT,TenneT,B692,B609,18.25799,1698.103,0.0
TenneT,Amprion,B692,B782,14.823795,1698.103,0.0
TenneT,TenneT,B772,B773,0.384225,3396.205,0.0
TenneT,TenneT,B449,B696,0.719441,983.112,0.0
TransnetBW,TransnetBW,B735,B414,0.217516,1966.224,0.0
TransnetBW,TransnetBW,B736,B162,0.42633,3396.205,0.0
Amprion,Amprion,B50,B52,0.375079,491.556,0.0
Amprion,Amprion,B51,B53,0.306533,1698.103,0.0
Amprion,Amprion,B138,B50,0.345273,983.112,0.0
Amprion,Amprion,B139,B51,0.287084,3396.205,0.0
Amprion,Amprion,B52,B474,0.476864,983.112,0.0
Amprion,Amprion,B53,B262,0.390776,3396.205,0.0
Amprion,Amprion,B472,B48,1.106446,491.556,0.0
Amprion,Amprion,B473,B49,0.9011,1698.103,0.0
TransnetBW,TransnetBW,B520,B635,2.998758,3396.205,0.0
TransnetBW,TransnetBW,B635,B54,1.860836,3396.205,0.0
TransnetBW,TransnetBW,B723,B54,0.18257,3396.205,0.0
TransnetBW,TransnetBW,B54,B270,1.10497,1698.103,0.0
TransnetBW,TransnetBW,B54,B723,0.375696,1698.103,0.0
Amprion,Amprion,B2,B304,0.751692,1698.103,0.0
TransnetBW,TransnetBW,B57,B287,0.306082,3396.205,0.0
TransnetBW,TransnetBW,B58,B431,0.268757,3396.205,0.0
TransnetBW,TransnetBW,B221,B58,1.784983,1698.103,0.0
Amprion,Amprion,B508,B175,0.565945,3396.205,0.0
Amprion,Amprion,B434,B61,1.09207,491.556,0.0
Amprion,Amprion,B435,B62,0.892702,1698.103,0.0
Amprion,Amprion,B494,B60,1.323758,3396.205,0.0
Amprion,Amprion,B65,B447,0.309868,5094.308,0.0
TenneT,TenneT,B134,B785,4.425469,983.112,0.0
Amprion,Amprion,B694,B184,0.187844,1966.224,0.0
Amprion,Amprion,B781,B67,0.148232,1474.668,0.0
TenneT,TenneT,B69,B767,1.771019,3396.205,0.0
TenneT,TenneT,B742,B261,3.625122,983.112,0.0
Amprion,Amprion,B350,B128,0.207497,1966.224,0.0
Amprion,Amprion,B146,B338,1.691508,3396.205,0.0
TenneT,TenneT,B42,B41,0.327564,3396.205,0.0
50Hertz,50Hertz,B657,B256,23.671681,491.556,0.0
Amprion,Amprion,B304,B214,1.056053,1698.103,0.0
50Hertz,50Hertz,B758,B192,0.795772,491.556,0.0
Amprion,Amprion,B212,B776,0.242556,983.112,0.0
TenneT,TenneT,B71,B747,0.722567,3396.205,0.0
TenneT,TenneT,B558,B73,4.273275,3396.205,0.0
50Hertz,TenneT,B201,B284,6.368887,3396.205,0.0
Amprion,Amprion,B412,B617,1.885337,3396.205,0.0
Amprion,Amprion,B263,B376,1.594423,983.112,0.0
Amprion,Amprion,B265,B74,1.304335,3396.205,0.0
TenneT,TenneT,B570,B606,7.274628,983.112,0.0
TenneT,TenneT,B75,B243,0.856104,491.556,0.0
TenneT,TenneT,B243,B75,0.857678,491.556,0.0
Amprion,Amprion,B86,B478,1.449744,983.112,0.0
TenneT,TenneT,B73,B76,0.697294,1698.103,0.0
TenneT,TenneT,B131,B77,0.636242,1698.103,0.0
TenneT,TenneT,B77,B131,0.65605,1698.103,0.0
TenneT,TenneT,B319,B80,1.248344,3396.205,0.0
Amprion,Amprion,B194,B81,0.414351,3396.205,0.0
TransnetBW,TransnetBW,B377,B388,1.791149,983.112,0.0
TenneT,TenneT,B324,B790,0.266582,983.112,0.0
TenneT,TransnetBW,B481,B268,33.491436,491.556,0.0
50Hertz,50Hertz,B83,B770,2.075781,3396.205,0.0
50Hertz,50Hertz,B84,B83,1.140182,3396.205,0.0
50Hertz,50Hertz,B85,B84,1.30442,3396.205,0.0
TransnetBW,TransnetBW,B293,B322,1.654269,1698.103,0.0
TransnetBW,TransnetBW,B87,B527,2.383425,1698.103,0.0
TransnetBW,TransnetBW,B400,B89,1.92503,491.556,0.0
TransnetBW,TransnetBW,B392,B90,1.205538,491.556,0.0
TransnetBW,TransnetBW,B417,B392,0.486505,983.112,0.0
TenneT,Amprion,B91,B407,0.403838,983.112,0.0
TenneT,TenneT,B93,B747,8.167254,1698.103,0.0
TransnetBW,TransnetBW,B94,B269,1.141216,1698.103,0.0
Amprion,Amprion,B95,B670,1.534505,3396.205,0.0
50Hertz,50Hertz,B201,B366,0.886609,1698.103,0.0
TenneT,TenneT,B465,B646,3.555592,3396.205,0.0
Amprion,Amprion,B375,B97,1.292632,1698.103,0.0
TenneT,TenneT,B98,B452,6.504534,3396.205,0.0
TenneT,TenneT,B465,B98,0.235402,3396.205,0.0
Amprion,Amprion,B101,B639,1.43555,3396.205,0.0
Amprion,Amprion,B346,B164,0.437254,983.112,0.0
Amprion,Amprion,B102,B103,0.370694,983.112,0.0
TransnetBW,TransnetBW,B104,B386,0.41382,1966.224,0.0
TransnetBW,TransnetBW,B104,B369,1.157646,983.112,0.0
TransnetBW,TransnetBW,B402,B107,1.96479,491.556,0.0
TransnetBW,TransnetBW,B202,B108,4.122236,983.112,0.0
Amprion,Amprion,B310,B109,1.124818,1698.103,0.0
50Hertz,50Hertz,B755,B110,4.749554,3396.205,0.0
50Hertz,50Hertz,B110,B676,0.930352,3396.205,0.0
50Hertz,50Hertz,B228,B403,2.133064,3396.205,0.0
50Hertz,50Hertz,B228,B762,0.563068,3396.205,0.0
50Hertz,50Hertz,B704,B654,0.428641,3396.205,0.0
Amprion,Amprion,B111,B174,1.204187,983.112,0.0
Amprion,Amprion,B666,B347,0.85242,983.112,0.0
TenneT,TenneT,B540,B143,0.740124,5094.308,0.0
50Hertz,50Hertz,B305,B628,9.202362,983.112,0.0
TransnetBW,TransnetBW,B246,B364,0.75404,3396.205,0.0
Amprion,Amprion,B113,B446,0.661855,983.112,0.0
50Hertz,50Hertz,B110,B636,5.581337,3396.205,0.0
TransnetBW,TransnetBW,B114,B115,2.645962,3396.205,0.0
TenneT,TenneT,B675,B182,0.314141,6792.41,0.0
TransnetBW,TransnetBW,B652,B510,3.833479,491.556,0.0
TransnetBW,TransnetBW,B118,B510,2.040611,983.112,0.0
Amprion,Amprion,B670,B112,3.395077,3396.205,0.0
Amprion,Amprion,B664,B451,1.29184,1474.668,0.0
TenneT,Amprion,B656,B393,1.413162,3396.205,0.0
TransnetBW,TransnetBW,B1,B106,0.549051,983.112,0.0
TenneT,TenneT,B708,B261,8.989467,983.112,0.0
Amprion,Amprion,B123,B643,1.719004,1698.103,0.0
TenneT,TenneT,B127,B283,2.357813,983.112,0.0
Amprion,Amprion,B296,B128,0.8033,491.556,0.0
TenneT,TenneT,B567,B177,1.24737,983.112,0.0
TenneT,TenneT,B765,B567,1.016141,983.112,0.0
TenneT,TenneT,B785,B551,5.108888,983.112,0.0
TenneT,TenneT,B177,B544,0.203356,983.112,0.0
TenneT,TenneT,B606,B173,6.121615,491.556,0.0
TenneT,TenneT,B134,B430,1.424123,983.112,0.0
TenneT,TenneT,B544,B324,0.288296,983.112,0.0
Amprion,Amprion,B398,B135,1.685304,1698.103,0.0
Amprion,Amprion,B667,B136,1.225776,3396.205,0.0
Amprion,Amprion,B469,B138,0.2601,983.112,0.0
Amprion,Amprion,B470,B138,0.734494,983.112,0.0
Amprion,Amprion,B140,B743,0.178156,1474.668,0.0
Amprion,Amprion,B141,B142,0.142236,5094.308,0.0
50Hertz,50Hertz,B532,B178,2.621455,3396.205,0.0
Amprion,Amprion,B787,B266,2.846163,491.556,0.0
TenneT,TenneT,B477,B143,2.062882,3396.205,0.0
TenneT,TenneT,B547,B144,4.503884,983.112,0.0
TransnetBW,Amprion,B246,B480,2.380383,3396.205,0.0
Amprion,Amprion,B493,B59,0.438616,983.112,0.0
Amprion,Amprion,B494,B411,0.358422,3396.205,0.0
Amprion,Amprion,B644,B146,1.798857,3396.205,0.0
Amprion,Amprion,B502,B150,0.367614,983.112,0.0
Amprion,Amprion,B433,B557,0.536044,6792.41,0.0
Amprion,Amprion,B428,B153,1.604678,1698.103,0.0
50Hertz,50Hertz,B233,B155,0.57604,983.112,0.0
50Hertz,50Hertz,B158,B159,10.742348,983.112,0.0
50Hertz,50Hertz,B179,B686,0.518853,1698.103,0.0
TransnetBW,TransnetBW,B381,B160,1.163615,491.556,0.0
TenneT,TenneT,B521,B449,0.873756,983.112,0.0
Amprion,Amprion,B146,B644,1.798227,3396.205,0.0
TransnetBW,TransnetBW,B21,B631,0.85729,983.112,0.0
TenneT,TenneT,B144,B552,1.564657,983.112,0.0
TransnetBW,TransnetBW,B683,B707,7.49867,1698.103,0.0
TenneT,TenneT,B778,B143,1.939078,1698.103,0.0
TenneT,TenneT,B279,B476,4.001084,3396.205,0.0
Amprion,Amprion,B274,B375,4.220372,3396.205,0.0
TransnetBW,TransnetBW,B169,B114,0.27014,1698.103,0.0
Amprion,Amprion,B585,B584,0.421341,3396.205,0.0
Amprion,Amprion,B236,B55,0.363,983.112,0.0
Amprion,Amprion,B266,B442,0.719316,983.112,0.0
Amprion,Amprion,B174,B323,1.099585,983.112,0.0
TransnetBW,TransnetBW,B225,B679,2.579283,983.112,0.0
TenneT,TenneT,B177,B544,0.401393,491.556,0.0
50Hertz,50Hertz,B130,B750,0.47501,3396.205,0.0
TenneT,TenneT,B295,B714,1.631059,3396.205,0.0
50Hertz,50Hertz,B178,B179,1.112001,3396.205,0.0
TransnetBW,TransnetBW,B520,B170,4.235531,3396.205,0.0
TransnetBW,TransnetBW,B457,B180,7.517928,983.112,0.0
TransnetBW,TransnetBW,B635,B581,5.024147,3396.205,0.0
TransnetBW,TransnetBW,B133,B579,0.652955,1698.103,0.0
TenneT,TenneT,B730,B697,1.264757,3396.205,0.0
TenneT,TenneT,B731,B730,0.417733,1698.103,0.0
TenneT,TenneT,B591,B316,1.615512,3396.205,0.0
TenneT,TenneT,B733,B732,0.819906,1698.103,0.0
TenneT,TenneT,B181,B476,0.192743,3396.205,0.0
TenneT,TenneT,B727,B182,0.379925,3396.205,0.0
Amprion,Amprion,B389,B183,2.286746,3396.205,0.0
Amprion,Amprion,B184,B185,2.797133,983.112,0.0
50Hertz,50Hertz,B186,B233,0.860953,491.556,0.0
50Hertz,50Hertz,B187,B130,0.705621,1698.103,0.0
TenneT,Amprion,B144,B354,0.233138,983.112,0.0
Amprion,Amprion,B434,B188,0.577904,1966.224,0.0
TenneT,TenneT,B603,B615,0.714437,3396.205,0.0
TenneT,TenneT,B475,B772,0.615004,3396.205,0.0
TransnetBW,TransnetBW,B381,B600,0.424557,983.112,0.0
