Month,Day,Period,BGE,APS,PEPCO,DPL,DPL_MD,APS_MD,NI
1,9,15,0.660773378,0.710076754,0.648127832,0.612464708,0.612464708,0.710076754,4697.79
1,9,16,0.654735434,0.709556472,0.646032007,0.609670522,0.609670522,0.709556472,4660.69
1,9,17,0.665432501,0.718110261,0.651319522,0.625124092,0.625124092,0.718110261,4413.4
1,9,18,0.689328052,0.739511126,0.668648581,0.64830456,0.64830456,0.739511126,4301.69
1,9,19,0.679964716,0.734842272,0.659887874,0.637036004,0.637036004,0.734842272,3861.7
1,9,20,0.663520103,0.73008226,0.652066661,0.621429569,0.621429569,0.73008226,3805
1,9,21,0.644164423,0.723657245,0.637484663,0.600383982,0.600383982,0.723657245,3778.99
1,9,22,0.617833956,0.704780117,0.608332904,0.571837263,0.571837263,0.704780117,3717
1,9,23,0.583265018,0.687373757,0.585613666,0.540275602,0.540275602,0.687373757,3684.7
1,9,24,0.55668102,0.666447496,0.56172659,0.515674461,0.515674461,0.666447496,3485.2
1,10,1,0.543078276,0.666419833,0.550913899,0.504058028,0.504058028,0.666419833,3360.19
1,10,2,0.540691003,0.671403907,0.541856527,0.500524573,0.500524573,0.671403907,3304.4
1,10,3,0.545106805,0.680851577,0.544354419,0.508786843,0.508786843,0.680851577,3415.4
1,10,4,0.556077395,0.687455171,0.556333122,0.523834669,0.523834669,0.687455171,3569.5
1,10,5,0.582340226,0.705003193,0.582884691,0.550991471,0.550991471,0.705003193,3807.3
1,10,6,0.624572512,0.745373725,0.626849531,0.591941051,0.591941051,0.745373725,3706.4
1,10,7,0.682872803,0.797325426,0.691292922,0.656670944,0.656670944,0.797325426,3784.89
1,10,8,0.717889392,0.829680367,0.73188559,0.688127581,0.688127581,0.829680367,3868.2
1,10,9,0.715745298,0.832965281,0.745241476,0.679176389,0.679176389,0.832965281,3903.4
1,10,10,0.695251,0.818384785,0.72790511,0.653887238,0.653887238,0.818384785,3324.89
1,10,11,0.677747599,0.808427958,0.712675165,0.630983795,0.630983795,0.808427958,3324.4
1,10,12,0.668779163,0.79495428,0.70237177,0.62110584,0.62110584,0.79495428,3373.7
1,10,13,0.665739489,0.79351265,0.695772651,0.624187988,0.624187988,0.79351265,3760.7
1,10,14,0.652796236,0.792232275,0.681239975,0.629116144,0.629116144,0.792232275,3925.1
1,10,15,0.646932133,0.792217213,0.667132016,0.633429875,0.633429875,0.792217213,3930.4
1,10,16,0.663457145,0.803283023,0.672900514,0.640719136,0.640719136,0.803283023,3915.1
1,10,17,0.698832901,0.822371218,0.700938141,0.684075156,0.684075156,0.822371218,4269.9
1,10,18,0.744114504,0.858535587,0.737451501,0.72999071,0.72999071,0.858535587,4483.2
1,10,19,0.749367326,0.862095163,0.744367379,0.744658764,0.744658764,0.862095163,4431.5
1,10,20,0.749509263,0.857471495,0.736695411,0.739076542,0.739076542,0.857471495,4451.29
1,10,21,0.741810183,0.854012629,0.724533668,0.737769551,0.737769551,0.854012629,4533.49
1,10,22,0.72541463,0.831393212,0.704104622,0.722762049,0.722762049,0.831393212,4347.29
1,10,23,0.695613004,0.810023653,0.681659579,0.697801867,0.697801867,0.810023653,3987.4
1,10,24,0.667681239,0.784775261,0.655962745,0.677552731,0.677552731,0.784775261,3832.2
1,11,1,0.653043528,0.776271285,0.63136415,0.668913193,0.668913193,0.776271285,4102.3
1,11,2,0.64631277,0.765547472,0.627638137,0.664720433,0.664720433,0.765547472,4024.9
1,11,3,0.648015311,0.771851399,0.624542899,0.66597571,0.66597571,0.771851399,3882.7
1,11,4,0.656920789,0.773518959,0.63346509,0.673821757,0.673821757,0.773518959,3949.2
1,11,5,0.677809563,0.789645828,0.667380454,0.692656827,0.692656827,0.789645828,4190.2
1,11,6,0.719732594,0.826654758,0.700389203,0.729555122,0.729555122,0.826654758,4308.8
1,11,7,0.776605285,0.870236566,0.760799688,0.788013873,0.788013873,0.870236566,4596.19
1,11,8,0.810000439,0.901121722,0.801898182,0.813691225,0.813691225,0.901121722,4986.1
1,11,9,0.801760407,0.895217482,0.808197715,0.792504391,0.792504391,0.895217482,4961.2
1,11,10,0.770161947,0.874905518,0.794956365,0.752513241,0.752513241,0.874905518,4563.59
1,11,11,0.739691613,0.854599657,0.767826997,0.724928141,0.724928141,0.854599657,4360.7
1,11,12,0.715611868,0.834237781,0.749198208,0.699660405,0.699660405,0.834237781,4379.99
1,11,13,0.700278225,0.816043172,0.7351224,0.68050001,0.68050001,0.816043172,4576.9
1,11,14,0.69060946,0.793712396,0.724070406,0.666387604,0.666387604,0.793712396,4593.8
1,11,15,0.686725535,0.788769373,0.720933517,0.664815433,0.664815433,0.788769373,4448.29
1,11,16,0.7001689,0.785908462,0.725487778,0.684741979,0.684741979,0.785908462,4156.3
1,11,17,0.741182737,0.814363995,0.755172581,0.739857958,0.739857958,0.814363995,4787.8
1,11,18,0.795443693,0.861996422,0.798797098,0.793911849,0.793911849,0.861996422,5261.2
1,11,19,0.807652869,0.871298295,0.795873026,0.811511463,0.811511463,0.871298295,5199.9
1,11,20,0.805429655,0.873387692,0.783560394,0.810571715,0.810571715,0.873387692,5266.7
1,11,21,0.797679669,0.870481497,0.768168781,0.804685812,0.804685812,0.870481497,5081.4
1,11,22,0.775376767,0.850400091,0.749190353,0.79250234,0.79250234,0.850400091,5059.2
1,11,23,0.741023075,0.828304499,0.71678096,0.763067815,0.763067815,0.828304499,5008.5
1,11,24,0.712326179,0.802350553,0.688214125,0.741020513,0.741020513,0.802350553,4546.9
1,12,1,0.695104809,0.788952185,0.668065849,0.727722555,0.727722555,0.788952185,4774.4
1,12,2,0.6861748,0.779682799,0.654216193,0.724199351,0.724199351,0.779682799,4916.6
1,12,3,0.682907685,0.774565627,0.653486043,0.722890082,0.722890082,0.774565627,4870.5
1,12,4,0.682404878,0.775759174,0.655014663,0.723969256,0.723969256,0.775759174,4840.5
1,12,5,0.697507821,0.787242195,0.664824288,0.736465294,0.736465294,0.787242195,4991.8
1,12,6,0.731062211,0.80608851,0.698994666,0.744333668,0.744333668,0.80608851,5114.3
1,12,7,0.778166455,0.843622938,0.757861733,0.784749698,0.784749698,0.843622938,5387.3
1,12,8,0.794342083,0.863029997,0.788368206,0.797730077,0.797730077,0.863029997,5399.09
1,12,9,0.770897866,0.846752014,0.774263536,0.757802944,0.757802944,0.846752014,5113.2
1,12,10,0.723328816,0.814692703,0.748398459,0.704956259,0.704956259,0.814692703,4850.49
1,12,11,0.682052516,0.782258711,0.711732747,0.665280865,0.665280865,0.782258711,4287.79
1,12,12,0.651352047,0.750953687,0.686977784,0.635420776,0.635420776,0.750953687,3977.49
1,12,13,0.635437324,0.736710169,0.665487032,0.607704226,0.607704226,0.736710169,3745.3
1,12,14,0.625657108,0.722966062,0.650369796,0.594296688,0.594296688,0.722966062,3523.1
1,12,15,0.624299415,0.708693109,0.642001474,0.58847822,0.58847822,0.708693109,3472.1
1,12,16,0.626994525,0.714365413,0.646389135,0.590098461,0.590098461,0.714365413,3995.6
1,12,17,0.649776129,0.727135701,0.665327375,0.628564142,0.628564142,0.727135701,4094.6
1,12,18,0.693632119,0.756902916,0.697707906,0.676908917,0.676908917,0.756902916,4356.4
1,12,19,0.702194877,0.759764122,0.689118182,0.697582934,0.697582934,0.759764122,4333.6
1,12,20,0.696508586,0.760263337,0.679612527,0.693187416,0.693187416,0.760263337,4408.8
